thisRow.t,notes,Rest_Intro.started,Start_ButtonPress.started,Rest_Intro_text.started,Rest_Intro.stopped,Start_ButtonPress.keys,Start_ButtonPress.rt,Start_ButtonPress.duration,Rest_Fixation.started,Rest_fix_cross.started,Rest_fix_cross.stopped,Rest_Fixation.stopped,Mood_Intro.started,Mood_intro_ButtonPress.started,Ende_ruhemessung_text.started,Mood_intro_text.started,Ende_ruhemessung_text.stopped,Mood_Intro.stopped,Mood_intro_ButtonPress.keys,Mood_intro_ButtonPress.rt,Mood_intro_ButtonPress.duration,Mood_Scale.started,Q_scale_text.started,Q_scale_ButtonPress.started,Q_unglucklich_text.started,Q_glucklich_text.started,Mood_Scale.stopped,Q_scale_ButtonPress.keys,Q_scale_ButtonPress.rt,Q_scale_ButtonPress.duration,Mood_Describe.started,Q_describe_text.started,Q_describe_ButtonPress.started,Mood_Describe.stopped,Q_describe_ButtonPress.keys,Q_describe_ButtonPress.rt,Q_describe_ButtonPress.duration,Mood_Influenced.started,Q_influenced_text.started,Q_influenced_ButtonPress.started,Mood_Influenced.stopped,Q_influenced_ButtonPress.keys,Q_influenced_ButtonPress.rt,Q_influenced_ButtonPress.duration,Mood_TasksToday.started,Q_taskToday_text.started,Q_taskToday_ButtonPress.started,Mood_TasksToday.stopped,Q_taskToday_ButtonPress.keys,Q_taskToday_ButtonPress.rt,Q_taskToday_ButtonPress.duration,Mood_End.started,Mood_end_text.started,Mood_End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.002501400012988597,0.008008399978280067,0.008008399978280067,45.30732689995784,s,45.28698340000119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub001,001,2024-05-15_15h34.17.134,Rest_mood,2023.2.3,59.99916001234857,2024-05-15 15h34.27.173693 +0200,
,,,,,,,,,45.307371100003365,45.32116609998047,355.32222069997806,355.3057153999689,355.30572770000435,355.32222069997806,355.32222069997806,357.3219485000009,357.3219485000009,369.62487539998256,s,14.289007399987895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub001,001,2024-05-15_15h34.17.134,Rest_mood,2023.2.3,59.99916001234857,2024-05-15 15h34.27.173693 +0200,
,,,,,,,,,,,,,,,,,,,,,,369.62489949999144,369.6372323000105,369.6372323000105,369.6372323000105,369.6372323000105,382.97040519997245,s,13.32429930003127,None,,,,,,,,,,,,,,,,,,,,,,,,,sub001,001,2024-05-15_15h34.17.134,Rest_mood,2023.2.3,59.99916001234857,2024-05-15 15h34.27.173693 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.97042769996915,382.98662839998724,382.98662839998724,398.51968869997654,s,15.525005500006955,None,,,,,,,,,,,,,,,,,,sub001,001,2024-05-15_15h34.17.134,Rest_mood,2023.2.3,59.99916001234857,2024-05-15 15h34.27.173693 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.51973529998213,398.53506059997017,398.53506059997017,418.621136199974,s,20.067039199988358,None,,,,,,,,,,,sub001,001,2024-05-15_15h34.17.134,Rest_mood,2023.2.3,59.99916001234857,2024-05-15 15h34.27.173693 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.621163600008,418.6326982000028,418.6326982000028,435.6147517999634,s,16.966028499999084,None,,,,sub001,001,2024-05-15_15h34.17.134,Rest_mood,2023.2.3,59.99916001234857,2024-05-15 15h34.27.173693 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.61477779998677,435.63100779999513,445.6173582999618,,,,,,,,
